Filename,Width,Height,Pixels,FileSize_Bytes,FileSize_KB,FileSize_MB,Path
ai-implementation.jpg,1200,628,753600,158605,154.88,.15,content/posts/how-to-implement-ai-in-business-essential-steps/ai-implementation.jpg
implementing-ai_-step-by-step-guide.png,2400,2590,6216000,166738,162.83,.15,content/posts/how-to-implement-ai-in-business-essential-steps/implementing-ai_-step-by-step-guide.png
ai-market-overview.png,2400,1428,3427200,348350,340.18,.33,content/posts/how-to-implement-ai-in-business-essential-steps/ai-market-overview.png
benefits-of-ai-implementation.png,2400,1716,4118400,145574,142.16,.13,content/posts/how-to-implement-ai-in-business-essential-steps/benefits-of-ai-implementation.png
Gathering-prohect-requirements.jpg,900,551,495900,149718,146.20,.14,content/posts/when-business-analysts-run-into-problems-with-project-requirements-this-is-what-they-do/Gathering-prohect-requirements.jpg
Project-requirements.jpg,900,475,427500,206109,201.27,.19,content/posts/when-business-analysts-run-into-problems-with-project-requirements-this-is-what-they-do/Project-requirements.jpg
How-business-analysts-solve-problems-with-project-requirements.jpg,1200,713,855600,340212,332.23,.32,content/posts/when-business-analysts-run-into-problems-with-project-requirements-this-is-what-they-do/How-business-analysts-solve-problems-with-project-requirements.jpg
shoulder-view-man-multitasking-reviewing-financial-document-having-telephone-chat.jpg,5000,3337,16685000,8457483,8259.26,8.06,content/posts/when-business-analysts-run-into-problems-with-project-requirements-this-is-what-they-do/shoulder-view-man-multitasking-reviewing-financial-document-having-telephone-chat.jpg
How-to-avoid-issues-with-project-requirements.jpg,900,520,468000,133218,130.09,.12,content/posts/when-business-analysts-run-into-problems-with-project-requirements-this-is-what-they-do/How-to-avoid-issues-with-project-requirements.jpg
micro-moment-design.jpg,900,550,495000,105795,103.31,.10,content/posts/how-to-use-micro-moments-in-your-website-design/micro-moment-design.jpg
Micro-web-design.jpg,900,570,513000,90897,88.76,.08,content/posts/how-to-use-micro-moments-in-your-website-design/Micro-web-design.jpg
What_are_micro_moments.jpg,1200,631,757200,59595,58.19,.05,content/posts/how-to-use-micro-moments-in-your-website-design/What_are_micro_moments.jpg
Mobile-micro-moments.jpg,900,504,453600,64803,63.28,.06,content/posts/how-to-use-micro-moments-in-your-website-design/Mobile-micro-moments.jpg
How-to-make-use-of-micro-moments-in-web-design.jpg,1200,719,862800,112947,110.29,.10,content/posts/how-to-use-micro-moments-in-your-website-design/How-to-make-use-of-micro-moments-in-web-design.jpg
What-are-micro-moments-in-marketing.jpg,1200,780,936000,61587,60.14,.05,content/posts/how-to-use-micro-moments-in-your-website-design/What-are-micro-moments-in-marketing.jpg
close-up-blue-yellow-background.jpg,4864,3328,16187392,1261747,1232.17,1.20,content/posts/ai-agents-vs-chatbots-what-your-business-really-needs/close-up-blue-yellow-background.jpg
chatbot-architecture.png,2400,2992,7180800,293368,286.49,.27,content/posts/ai-agents-vs-chatbots-what-your-business-really-needs/chatbot-architecture.png
ai-agents-architecture.png,2400,2256,5414400,305526,298.36,.29,content/posts/ai-agents-vs-chatbots-what-your-business-really-needs/ai-agents-architecture.png
dating_app.png,1797,1158,2080926,169535,165.56,.16,content/posts/how-to-create-a-dating-app-if-you-have-never-done-it-before/dating_app.png
tinder.jpg,1225,622,761950,136771,133.56,.13,content/posts/how-to-create-a-dating-app-if-you-have-never-done-it-before/tinder.jpg
Dating_App_Features.png,1006,1627,1636762,1215350,1186.86,1.15,content/posts/how-to-create-a-dating-app-if-you-have-never-done-it-before/Dating_App_Features.png
dating.png,1200,628,753600,329383,321.66,.31,content/posts/how-to-create-a-dating-app-if-you-have-never-done-it-before/dating.png
dating-socials.png,1200,628,753600,320344,312.83,.30,content/posts/how-to-create-a-dating-app-if-you-have-never-done-it-before/dating-socials.png
Matching_mechanisms.png,1006,1633,1642798,1705735,1665.75,1.62,content/posts/how-to-create-a-dating-app-if-you-have-never-done-it-before/Matching_mechanisms.png
Info_Dating.png,932,1360,1267520,610068,595.76,.58,content/posts/how-to-create-a-dating-app-if-you-have-never-done-it-before/Info_Dating.png
dating_app_user_age.jpg,1839,1013,1862907,74414,72.66,.07,content/posts/how-to-create-a-dating-app-if-you-have-never-done-it-before/dating_app_user_age.jpg
dating_app_users.jpg,1409,874,1231466,62503,61.03,.05,content/posts/how-to-create-a-dating-app-if-you-have-never-done-it-before/dating_app_users.jpg
sunshine.png,1200,628,753600,172781,168.73,.16,content/posts/best-healthcare-apps/sunshine.png
Knock_Knock.jpg,200,258,51600,9075,8.86,0,content/posts/how-to-verify-users-passwords-using-android-keystore/Knock_Knock.jpg
Security-android.jpg,1200,735,882000,691552,675.34,.65,content/posts/how-to-verify-users-passwords-using-android-keystore/Security-android.jpg
The_Power_of_AI-Driven_Chatbots_in_Business.png,2400,3022,7252800,4158049,4060.59,3.96,content/posts/chatbot-development/The_Power_of_AI-Driven_Chatbots_in_Business.png
ask_julie.png,767,1079,827593,419363,409.53,.39,content/posts/chatbot-development/ask_julie.png
chatbot_socials.png,1200,628,753600,850214,830.28,.81,content/posts/chatbot-development/chatbot_socials.png
Addressing_Key_Ethical_Considerations_of_Chatbot_Usage.png,2400,2114,5073600,168549,164.59,.16,content/posts/chatbot-development/Addressing_Key_Ethical_Considerations_of_Chatbot_Usage.png
chatgpt_gibberish__1_.png,1505,1070,1610350,65158,63.63,.06,content/posts/chatbot-development/chatgpt_gibberish__1_.png
a_b_test.png,2400,1914,4593600,112407,109.77,.10,content/posts/chatbot-development/a_b_test.png
chatgpt_start.png,1624,558,906192,47955,46.83,.04,content/posts/chatbot-development/chatgpt_start.png
erica.png,313,518,162134,99481,97.14,.09,content/posts/chatbot-development/erica.png
chatbot_scheme.png,2400,2092,5020800,111917,109.29,.10,content/posts/chatbot-development/chatbot_scheme.png
chatbot.png,1200,628,753600,997275,973.90,.95,content/posts/chatbot-development/chatbot.png
jon-tyson-uuzufw4qepk-unsplash.jpg,5184,3456,17915904,6464376,6312.86,6.16,content/posts/build-food-delivery-app/jon-tyson-uuzufw4qepk-unsplash.jpg
social-networking-app-market-2025-–-2034-usd-billion-2-.png,3600,3819,13748400,1542008,1505.86,1.47,content/posts/build-food-delivery-app/social-networking-app-market-2025-–-2034-usd-billion-2-.png
caremeds-emar.png,2400,2128,5107200,1246897,1217.67,1.18,content/posts/build-food-delivery-app/caremeds-emar.png
larch-conifer-cone-branch-tree-40896.jpeg,1880,1253,2355640,124165,121.25,.11,content/posts/build-food-delivery-app/larch-conifer-cone-branch-tree-40896.jpeg
types_of_loan_apps.jpg,1800,1554,2797200,222012,216.80,.21,content/posts/loan-lending-app-development-guide-for-businesses/types_of_loan_apps.jpg
loan_lending.jpg,1200,628,753600,46578,45.48,.04,content/posts/loan-lending-app-development-guide-for-businesses/loan_lending.jpg
key_features_of_lending_apps.jpg,1800,1226,2206800,191983,187.48,.18,content/posts/loan-lending-app-development-guide-for-businesses/key_features_of_lending_apps.jpg
moneyzen.jpg,1800,942,1695600,150520,146.99,.14,content/posts/loan-lending-app-development-guide-for-businesses/moneyzen.jpg
current.jpg,1200,613,735600,111697,109.07,.10,content/posts/loan-lending-app-development-guide-for-businesses/current.jpg
moneylion.jpg,1200,613,735600,148033,144.56,.14,content/posts/loan-lending-app-development-guide-for-businesses/moneylion.jpg
loan_lending_apps_overview.jpg,1800,1545,2781000,316497,309.07,.30,content/posts/loan-lending-app-development-guide-for-businesses/loan_lending_apps_overview.jpg
earnin.jpg,1200,613,735600,128191,125.18,.12,content/posts/loan-lending-app-development-guide-for-businesses/earnin.jpg
loan_lending_socials.jpg,1200,628,753600,72909,71.20,.06,content/posts/loan-lending-app-development-guide-for-businesses/loan_lending_socials.jpg
blue-bird.jpg,1200,628,753600,36881,36.01,.03,content/posts/price-to-build-tech-startup/blue-bird.jpg
super.png,229,232,53128,6359,6.20,0,content/posts/anadea-took-2d-place-in-the-computer-vision-competition/super.png
small-project-detection.jpg,1200,800,960000,197120,192.50,.18,content/posts/anadea-took-2d-place-in-the-computer-vision-competition/small-project-detection.jpg
leaderboard_1.png,1171,838,981298,100161,97.81,.09,content/posts/anadea-took-2d-place-in-the-computer-vision-competition/leaderboard_1.png
growth-in-telehealth-usage-1-.png,2400,2494,5985600,142616,139.27,.13,content/posts/doctor-appointment-app-development/growth-in-telehealth-usage-1-.png
doctor_appointment_booking_app_dev_socials.png,1200,628,753600,467073,456.12,.44,content/posts/doctor-appointment-app-development/doctor_appointment_booking_app_dev_socials.png
growth-in-telehealth-usage.png,2400,2136,5126400,115580,112.87,.11,content/posts/doctor-appointment-app-development/growth-in-telehealth-usage.png
Doctor_Appointment_App_Features.png,1800,1259,2266200,114029,111.35,.10,content/posts/doctor-appointment-app-development/Doctor_Appointment_App_Features.png
doctor_appointment_booking_app_dev.png,1200,628,753600,511348,499.36,.48,content/posts/doctor-appointment-app-development/doctor_appointment_booking_app_dev.png
Online_Appointment_Booking_Market_Overview.png,1800,1545,2781000,326393,318.74,.31,content/posts/doctor-appointment-app-development/Online_Appointment_Booking_Market_Overview.png
Gogoof.png,1706,981,1673586,85530,83.52,.08,content/posts/doctor-appointment-app-development/Gogoof.png
female-doctor-hand-hold-phonendoscope-medical.jpg,5760,3840,22118400,4411207,4307.81,4.20,content/posts/doctor-appointment-app-development/female-doctor-hand-hold-phonendoscope-medical.jpg
UI_UX_Design_Best_Practices.png,1800,1259,2266200,45418,44.35,.04,content/posts/doctor-appointment-app-development/UI_UX_Design_Best_Practices.png
growth-in-telehealth-usage-2-.png,2446,2220,5430120,142525,139.18,.13,content/posts/doctor-appointment-app-development/growth-in-telehealth-usage-2-.png
Rise_of_elearning.png,2274,1308,2974392,2840660,2774.08,2.70,content/posts/4-fundamental-stages-in-elearning-course-development-process/Rise_of_elearning.png
elearning_course.png,1200,628,753600,982430,959.40,.93,content/posts/4-fundamental-stages-in-elearning-course-development-process/elearning_course.png
elearning_course_socials.png,1200,628,753600,969576,946.85,.92,content/posts/4-fundamental-stages-in-elearning-course-development-process/elearning_course_socials.png
API.png,2274,1386,3151764,92640,90.46,.08,content/posts/4-fundamental-stages-in-elearning-course-development-process/API.png
eLearning.png,1790,2708,4847320,2361770,2306.41,2.25,content/posts/4-fundamental-stages-in-elearning-course-development-process/eLearning.png
quote_3.jpeg,1200,600,720000,313202,305.86,.29,content/posts/digital-transformation/quote_3.jpeg
hero.png,1367,688,940496,703924,687.42,.67,content/posts/digital-transformation/hero.png
quote_4.jpeg,1200,600,720000,348303,340.13,.33,content/posts/digital-transformation/quote_4.jpeg
infographic.jpeg,900,1617,1455300,220131,214.97,.20,content/posts/digital-transformation/infographic.jpeg
quote_1.jpeg,1200,600,720000,279008,272.46,.26,content/posts/digital-transformation/quote_1.jpeg
health-app.jpg,1000,650,650000,279303,272.75,.26,content/posts/healthcare-future-integrating-medical-devices-with-health-apps/health-app.jpg
robinhood.png,1200,471,565200,327846,320.16,.31,content/posts/fintech-mobile-app-development/robinhood.png
sofi.png,1200,501,601200,437859,427.59,.41,content/posts/fintech-mobile-app-development/sofi.png
fintech_app_socials.png,1200,628,753600,502926,491.13,.47,content/posts/fintech-mobile-app-development/fintech_app_socials.png
nubank.png,1200,440,528000,224263,219.00,.21,content/posts/fintech-mobile-app-development/nubank.png
mint.png,1200,500,600000,526697,514.35,.50,content/posts/fintech-mobile-app-development/mint.png
Features_for_Fintech_Apps.png,1950,2114,4122300,492455,480.91,.46,content/posts/fintech-mobile-app-development/Features_for_Fintech_Apps.png
crypto_app.png,1200,493,591600,450127,439.57,.42,content/posts/fintech-mobile-app-development/crypto_app.png
mymortgage.png,1200,500,600000,183720,179.41,.17,content/posts/fintech-mobile-app-development/mymortgage.png
Understanding_Fintech_and_its_Potential_copy__1_.png,1800,2100,3780000,100595,98.23,.09,content/posts/fintech-mobile-app-development/Understanding_Fintech_and_its_Potential_copy__1_.png
lemonade.png,1200,503,603600,156349,152.68,.14,content/posts/fintech-mobile-app-development/lemonade.png
fintech_app.png,1200,628,753600,473112,462.02,.45,content/posts/fintech-mobile-app-development/fintech_app.png
paypal.png,1200,500,600000,314405,307.03,.29,content/posts/fintech-mobile-app-development/paypal.png
abcd.png,1600,836,1337600,215419,210.37,.20,content/posts/fintech-mobile-app-development/abcd.png
strength-people-hands-success-meeting.jpg,2000,1334,2668000,373596,364.83,.35,content/posts/training-in-the-workplace-how-an-employee-engagement-app-can-help/strength-people-hands-success-meeting.jpg
Employee-engagement-app.jpg,1200,755,906000,721710,704.79,.68,content/posts/training-in-the-workplace-how-an-employee-engagement-app-can-help/Employee-engagement-app.jpg
Voice-technology-and-HIPAA.jpg,1200,699,838800,623284,608.67,.59,content/posts/what-you-need-to-know-about-voice-technology-and-hipaa/Voice-technology-and-HIPAA.jpg
Syncing_between_devices.png,872,478,416816,32184,31.42,.03,content/posts/education-app-features/Syncing_between_devices.png
owl.jpg,1200,628,753600,33872,33.07,.03,content/posts/education-app-features/owl.jpg
Gamification_elements_in_elearning.png,872,852,742944,111086,108.48,.10,content/posts/education-app-features/Gamification_elements_in_elearning.png
Types_of_test_tasks.png,872,369,321768,16710,16.31,.01,content/posts/education-app-features/Types_of_test_tasks.png
real-time.jpg,1200,700,840000,71642,69.96,.06,content/posts/how-mobile-apps-are-revolutionizing-the-manufacturing-industry/real-time.jpg
Mobile-apps-for-manufacturing.jpg,1200,682,818400,198532,193.87,.18,content/posts/how-mobile-apps-are-revolutionizing-the-manufacturing-industry/Mobile-apps-for-manufacturing.jpg
business-app.jpg,1284,691,887244,179391,175.18,.17,content/posts/how-mobile-apps-are-revolutionizing-the-manufacturing-industry/business-app.jpg
Employee-productivity.jpg,1000,575,575000,196292,191.69,.18,content/posts/how-mobile-apps-are-revolutionizing-the-manufacturing-industry/Employee-productivity.jpg
factory-engineers-using-smart-control-control-arm-robot-machine-cutting-metal-sheet.jpg,9504,6336,60217344,20955248,20464.10,19.98,content/posts/how-mobile-apps-are-revolutionizing-the-manufacturing-industry/factory-engineers-using-smart-control-control-arm-robot-machine-cutting-metal-sheet.jpg
woman-with-baggage-downtown-city-street-searching-location-map-application-online-smart-phone-using-gps-navigating.jpg,2000,1333,2666000,144189,140.80,.13,content/posts/hottest-trends-in-the-travel-app-development/woman-with-baggage-downtown-city-street-searching-location-map-application-online-smart-phone-using-gps-navigating.jpg
Travel_app_trends.jpg,1000,630,630000,121065,118.22,.11,content/posts/hottest-trends-in-the-travel-app-development/Travel_app_trends.jpg
school_management_software_development.jpg,872,444,387168,70103,68.45,.06,content/posts/how-educational-software-improves-learning-experience/school_management_software_development.jpg
deers.jpg,1200,628,753600,93926,91.72,.08,content/posts/how-educational-software-improves-learning-experience/deers.jpg
elearning_software_development_scope_and_cost.png,1028,1006,1034168,82801,80.86,.07,content/posts/how-educational-software-improves-learning-experience/elearning_software_development_scope_and_cost.png
education_administration_software_development.jpg,872,444,387168,67303,65.72,.06,content/posts/how-educational-software-improves-learning-experience/education_administration_software_development.jpg
it-consulting.png,1293,2244,2901492,734914,717.68,.70,content/posts/why-start-the-software-project-with-consulting-rounds/it-consulting.png
pros-and-cons-of-digital-consulting.png,1982,1705,3379310,310697,303.41,.29,content/posts/why-start-the-software-project-with-consulting-rounds/pros-and-cons-of-digital-consulting.png
Why-start-the-software-project-with-consulting-rounds.jpg,960,640,614400,90913,88.78,.08,content/posts/why-start-the-software-project-with-consulting-rounds/Why-start-the-software-project-with-consulting-rounds.jpg
how-it-consulting-can-help-your-business.png,1189,1462,1738318,165795,161.90,.15,content/posts/why-start-the-software-project-with-consulting-rounds/how-it-consulting-can-help-your-business.png
ai-in-oi.png,3600,3348,12052800,202277,197.53,.19,content/posts/ai-in-oil-and-gas-industry-excellent-duo-and-impressive-results/ai-in-oi.png
ai-in-oi-1-.png,3600,3756,13521600,202990,198.23,.19,content/posts/ai-in-oil-and-gas-industry-excellent-duo-and-impressive-results/ai-in-oi-1-.png
large-oil-rig-is-water-with-word-oil-it.jpg,5824,3264,19009536,10783020,10530.29,10.28,content/posts/ai-in-oil-and-gas-industry-excellent-duo-and-impressive-results/large-oil-rig-is-water-with-word-oil-it.jpg
Millennial-employees.jpg,1200,692,830400,77339,75.52,.07,content/posts/how-to-design-corporate-elearning-solutions-to-train-your-millennial-employees/Millennial-employees.jpg
saudi-aramco.jpg,1080,608,656640,108798,106.24,.10,content/posts/machine-learning-in-oil-and-gas-industry-benefits-and-use-cases/saudi-aramco.jpg
ml-in-oil-and-gas.jpg,1200,628,753600,243018,237.32,.23,content/posts/machine-learning-in-oil-and-gas-industry-benefits-and-use-cases/ml-in-oil-and-gas.jpg
ml-in-oil-and-gas-socials.jpg,1200,628,753600,250334,244.46,.23,content/posts/machine-learning-in-oil-and-gas-industry-benefits-and-use-cases/ml-in-oil-and-gas-socials.jpg
chevron.jpg,1800,1013,1823400,217222,212.13,.20,content/posts/machine-learning-in-oil-and-gas-industry-benefits-and-use-cases/chevron.jpg
types-of-machine-learning.jpg,1800,1000,1800000,332193,324.40,.31,content/posts/machine-learning-in-oil-and-gas-industry-benefits-and-use-cases/types-of-machine-learning.jpg
applications-of-ml-in-oil-and-gas.jpg,1800,1247,2244600,503421,491.62,.48,content/posts/machine-learning-in-oil-and-gas-industry-benefits-and-use-cases/applications-of-ml-in-oil-and-gas.jpg
2__1_.png,225,466,104850,116541,113.80,.11,content/posts/custom-app-for-mental-health/2__1_.png
pexels-photo-668353.jpeg,1880,1251,2351880,175676,171.55,.16,content/posts/custom-app-for-mental-health/pexels-photo-668353.jpeg
1__3___1_.png,225,466,104850,40806,39.84,.03,content/posts/custom-app-for-mental-health/1__3___1_.png
businessman-typing-laptop-co-working-space_1_.png,1200,800,960000,251974,246.06,.24,content/posts/how-to-find-an-app-developer-for-your-project/businessman-typing-laptop-co-working-space_1_.png
sales.jpg,1200,800,960000,739184,721.85,.70,content/posts/valencia-digital-summit-2022/sales.jpg
vds2022-socials.jpg,1200,628,753600,307119,299.92,.29,content/posts/valencia-digital-summit-2022/vds2022-socials.jpg
vds2022.jpg,1200,800,960000,826001,806.64,.78,content/posts/valencia-digital-summit-2022/vds2022.jpg
valencia-museum.jpg,1200,800,960000,876740,856.19,.83,content/posts/valencia-digital-summit-2022/valencia-museum.jpg
Knowledge_management.jpg,1000,608,608000,421440,411.56,.40,content/posts/knowledge-management-across-agile-project-teams/Knowledge_management.jpg
Use_Golf_Apps.png,2129,2735,5822815,304015,296.88,.28,content/posts/golf-mobile-app-development/Use_Golf_Apps.png
golf-enthusiast-prepares-perfect-swing.jpg,5472,3648,19961856,8837614,8630.48,8.42,content/posts/golf-mobile-app-development/golf-enthusiast-prepares-perfect-swing.jpg
golf-app-socials.png,1200,628,753600,293810,286.92,.28,content/posts/golf-mobile-app-development/golf-app-socials.png
Info_golf.png,932,1573,1466036,1016907,993.07,.96,content/posts/golf-mobile-app-development/Info_golf.png
golf-app.png,1200,628,753600,307500,300.29,.29,content/posts/golf-mobile-app-development/golf-app.png
golf-player.png,1536,1024,1572864,392333,383.13,.37,content/posts/golf-mobile-app-development/golf-player.png
Features_for_Fitness_Studio_Management_Software.png,1398,2238,3128724,783583,765.21,.74,content/posts/gym-management-system/Features_for_Fitness_Studio_Management_Software.png
Global_Fitness_Studio_Software_Market.png,1398,2238,3128724,632912,618.07,.60,content/posts/gym-management-system/Global_Fitness_Studio_Software_Market.png
gym.png,1200,628,753600,228709,223.34,.21,content/posts/gym-management-system/gym.png
gym_socials.png,1200,628,753600,729296,712.20,.69,content/posts/gym-management-system/gym_socials.png
Methods_to_Enhance_Data_Security.png,1398,1812,2533176,572007,558.60,.54,content/posts/gym-management-system/Methods_to_Enhance_Data_Security.png
AI_Features_for_Gym_Management_Software.png,1398,2715,3795570,854657,834.62,.81,content/posts/gym-management-system/AI_Features_for_Gym_Management_Software.png
Mobile-app-security-issues.jpg,1200,739,886800,550357,537.45,.52,content/posts/9-top-security-issues-with-mobile-development/Mobile-app-security-issues.jpg
pentesting_vs_vulnerability_scanning.jpg,1200,628,753600,67870,66.27,.06,content/posts/penetration-testing-vs-vulnerability-scanning-whats-the-difference/pentesting_vs_vulnerability_scanning.jpg
penetration_testing_vs._vulnerability_scanning.jpg,1200,993,1191600,242798,237.10,.23,content/posts/penetration-testing-vs-vulnerability-scanning-whats-the-difference/penetration_testing_vs._vulnerability_scanning.jpg
pentesting_vs_vulnerability_scanning_socials.jpg,1200,628,753600,72685,70.98,.06,content/posts/penetration-testing-vs-vulnerability-scanning-whats-the-difference/pentesting_vs_vulnerability_scanning_socials.jpg
pentesting_vs._vulnerability_scanning__when_and_who.jpg,1200,945,1134000,230966,225.55,.22,content/posts/penetration-testing-vs-vulnerability-scanning-whats-the-difference/pentesting_vs._vulnerability_scanning__when_and_who.jpg
online_booking_socials.png,1200,628,753600,170714,166.71,.16,content/posts/online-booking-app-development-tips/online_booking_socials.png
opentable.png,1999,953,1905047,311271,303.97,.29,content/posts/online-booking-app-development-tips/opentable.png
online_booking.png,1200,628,753600,219821,214.66,.20,content/posts/online-booking-app-development-tips/online_booking.png
booking_statista.png,1520,945,1436400,48382,47.24,.04,content/posts/online-booking-app-development-tips/booking_statista.png
Booking_Apps.png,1190,2445,2909550,619938,605.40,.59,content/posts/online-booking-app-development-tips/Booking_Apps.png
How_to_choose_the_right_development_team.png,1472,2421,3563712,355512,347.17,.33,content/posts/online-booking-app-development-tips/How_to_choose_the_right_development_team.png
booking_com.png,1790,975,1745250,315887,308.48,.30,content/posts/online-booking-app-development-tips/booking_com.png
saas-architecture-socials.png,1200,628,753600,249022,243.18,.23,content/posts/saas-architecture/saas-architecture-socials.png
saas-architecture.png,1200,628,753600,284646,277.97,.27,content/posts/saas-architecture/saas-architecture.png
representation-user-experience-interface-design.jpg,7999,5778,46218222,13072136,12765.75,12.46,content/posts/saas-architecture/representation-user-experience-interface-design.jpg
proliferation-of-saas-applications.png,2400,2868,6883200,294798,287.88,.28,content/posts/saas-architecture/proliferation-of-saas-applications.png
Types_of_SaaS_architecture.png,2400,2128,5107200,176068,171.94,.16,content/posts/saas-architecture/Types_of_SaaS_architecture.png
Single-tenant.png,1860,1172,2179920,53270,52.02,.05,content/posts/saas-architecture/Single-tenant.png
vertical-saas.png,3600,4812,17323200,1461889,1427.62,1.39,content/posts/saas-architecture/vertical-saas.png
multi-tenant.png,1860,2430,4519800,73926,72.19,.07,content/posts/saas-architecture/multi-tenant.png
woman-checks-results-fitness-training-smartwatch-listens-music-via-headphones-dressed-anorak-poses-blurred_1_.jpg,1199,800,959200,446719,436.24,.42,content/posts/mobile-app-trends-where-the-industry-is-heading/woman-checks-results-fitness-training-smartwatch-listens-music-via-headphones-dressed-anorak-poses-blurred_1_.jpg
103-3-2048x1152.jpg,2048,1152,2359296,120712,117.88,.11,content/posts/mobile-app-trends-where-the-industry-is-heading/103-3-2048x1152.jpg
25146.jpeg,1200,1200,1440000,348430,340.26,.33,content/posts/mobile-app-trends-where-the-industry-is-heading/25146.jpeg
1748198a8510bcc1395e7ed94f6889d7.jpg,900,506,455400,348195,340.03,.33,content/posts/mobile-app-trends-where-the-industry-is-heading/1748198a8510bcc1395e7ed94f6889d7.jpg
Emotional-ux.jpg,1200,773,927600,414513,404.79,.39,content/posts/emotionally-intelligent-design-why-you-need-it-in-your-mobile-app/Emotional-ux.jpg
Stav.png,172,215,36980,6177,6.03,0,content/posts/emotionally-intelligent-design-why-you-need-it-in-your-mobile-app/Stav.png
Error-page.jpg,1500,549,823500,284498,277.83,.27,content/posts/emotionally-intelligent-design-why-you-need-it-in-your-mobile-app/Error-page.jpg
business-benefits-of-using-machine-learning-1.jpg,2400,1600,3840000,615491,601.06,.58,content/posts/business-benefits-of-using-machine-learning/business-benefits-of-using-machine-learning-1.jpg
business-benefits-of-using-machine-learning.jpg,2400,1602,3844800,275617,269.15,.26,content/posts/business-benefits-of-using-machine-learning/business-benefits-of-using-machine-learning.jpg
Maintaining-operations-during-the-quarantine.jpg,1200,676,811200,558578,545.48,.53,content/posts/how-we-are-tackling-the-new-work-from-home-reality-at-anadea/Maintaining-operations-during-the-quarantine.jpg
Effective-remote-work-culture.jpg,1200,650,780000,204218,199.43,.19,content/posts/how-we-are-tackling-the-new-work-from-home-reality-at-anadea/Effective-remote-work-culture.jpg
cacti.jpg,1199,628,752972,71619,69.94,.06,content/posts/metrics-collector/cacti.jpg
MetricsCollector_1.png,383,215,82345,7022,6.85,0,content/posts/metrics-collector/MetricsCollector_1.png
MetricsCollector_2.png,250,173,43250,1523,1.48,0,content/posts/metrics-collector/MetricsCollector_2.png
MetricsCollector_3.jpg,872,623,543256,32292,31.53,.03,content/posts/metrics-collector/MetricsCollector_3.jpg
MetricsCollector_4.png,896,279,249984,13820,13.49,.01,content/posts/metrics-collector/MetricsCollector_4.png
MetricsCollector_5.png,464,482,223648,11467,11.19,.01,content/posts/metrics-collector/MetricsCollector_5.png
MetricsCollector.png,741,498,369018,5314,5.18,0,content/posts/metrics-collector/MetricsCollector.png
iot-in-real-estate.jpg,1200,708,849600,324763,317.15,.30,content/posts/how-iot-can-help-realtors/iot-in-real-estate.jpg
Mind-maps.png,892,320,285440,25471,24.87,.02,content/posts/how-to-leverage-the-project-management-triangle/Mind-maps.png
ux-ui.png,892,532,474544,656029,640.65,.62,content/posts/how-to-leverage-the-project-management-triangle/ux-ui.png
Burndown-chart.png,898,460,413080,37126,36.25,.03,content/posts/how-to-leverage-the-project-management-triangle/Burndown-chart.png
Project-triangle.png,882,526,463932,232530,227.08,.22,content/posts/how-to-leverage-the-project-management-triangle/Project-triangle.png
Schedule.png,900,434,390600,30489,29.77,.02,content/posts/how-to-leverage-the-project-management-triangle/Schedule.png
Gantt-chart.png,900,238,214200,9442,9.22,0,content/posts/how-to-leverage-the-project-management-triangle/Gantt-chart.png
Project-management.png,880,526,462880,864056,843.80,.82,content/posts/how-to-leverage-the-project-management-triangle/Project-management.png
telehealth-market-chart.jpg,1200,710,852000,112582,109.94,.10,content/posts/cost-of-telehealth-implementation-what-you-should-know-as-a-business/telehealth-market-chart.jpg
optimizing-software-development-costs.jpg,1800,1094,1969200,143782,140.41,.13,content/posts/cost-of-telehealth-implementation-what-you-should-know-as-a-business/optimizing-software-development-costs.jpg
telehealth.jpg,1200,628,753600,89505,87.40,.08,content/posts/cost-of-telehealth-implementation-what-you-should-know-as-a-business/telehealth.jpg
telehealth-advantages.jpg,1800,1133,2039400,193153,188.62,.18,content/posts/cost-of-telehealth-implementation-what-you-should-know-as-a-business/telehealth-advantages.jpg
telehealth-socials.jpg,1200,628,753600,98674,96.36,.09,content/posts/cost-of-telehealth-implementation-what-you-should-know-as-a-business/telehealth-socials.jpg
telemedicine-vs-telehealth.jpg,1800,913,1643400,113236,110.58,.10,content/posts/cost-of-telehealth-implementation-what-you-should-know-as-a-business/telemedicine-vs-telehealth.jpg
hidden-expenses-in-telehealth-implementation.jpg,1800,1094,1969200,152828,149.24,.14,content/posts/cost-of-telehealth-implementation-what-you-should-know-as-a-business/hidden-expenses-in-telehealth-implementation.jpg
Advantages_of_java.png,1000,1952,1952000,434244,424.06,.41,content/posts/what-is-jvm-and-why-develop-apps-on-java/Advantages_of_java.png
Java_JVM.jpg,1000,606,606000,428497,418.45,.40,content/posts/what-is-jvm-and-why-develop-apps-on-java/Java_JVM.jpg
Advantages-of-java.png,1000,544,544000,171300,167.28,.16,content/posts/what-is-jvm-and-why-develop-apps-on-java/Advantages-of-java.png
billing-socials.jpg,1200,628,753600,204938,200.13,.19,content/posts/how-to-create-billing-software-for-your-business/billing-socials.jpg
billing-software-development-best-practices.jpg,1800,1109,1996200,195556,190.97,.18,content/posts/how-to-create-billing-software-for-your-business/billing-software-development-best-practices.jpg
key-features-of-billing-software.jpg,1800,1409,2536200,373158,364.41,.35,content/posts/how-to-create-billing-software-for-your-business/key-features-of-billing-software.jpg
